,title,author,length of book,unique words,published on,updated date,language
1143,Poetry,Arthur Thomas Quiller-Couch,84637.0,17695.0,"March 7, 2004",,English
1144,"Scientific American Supplement, No. 601, July 9, 1887",Various,54689.0,9287.0,"March 7, 2004",,English
1145,"An Essence Of The Dusk, 5th Edition",F. W. Bain,92699.0,12655.0,"March 7, 2004",,English
1146,Laughing Bill Hyde and Other Stories,Rex Beach,33010.0,8026.0,"March 16, 2004 ",,English
1147,Keeping up with Lizzie,Irving Bacheller,13876.0,5094.0,"March 16, 2004",,English
1148,Further Foolishness,Stephen Leacock,82181.0,15491.0,"March 7, 2004",,English
1149,All Things Considered,G. K. Chesterton,56619.0,9717.0,"March 7, 2004",,English
1150,"The Old Bell Of Independence; Or, Philadelphia In 1776",Henry C. Watson,126872.0,24865.0,"March 7, 2004",,English
1151,The Lure of San Francisco,Elizabeth Gray Potter and Mabel Thayer Gray,119266.0,19904.0,"March 8, 2004",,English
1152,Reminiscences of a Pioneer,Colonel William Thompson,76744.0,12197.0,"March 8, 2004",,English
1153,The Life of Jesus Christ for the Young,Richard Newton,59.0,43.0,"March 8, 2004",,English
1154,Fascinating San Francisco,Fred Brandt and Andrew Y. Wood,,,"March 8, 2004",,English
1155,O. Henry Memorial Award Prize Stories of 1921,Various,,,"March 8, 2004",,English
1156,On Land And Sea At The Dardanelles,Thomas Charles Bridges,,,"March 8, 2004",,English
1157,Balcony Stories,Grace E. King,,,"March 8, 2004",,English
1158,"The Mirror of Literature, Amusement, and Instruction",Various,,,"March 8, 2004",,English
1159,"The Mirror of Literature, Amusement, and Instruction",Various,,,"March 8, 2004",,English
1160,Out of Doors--California and Oregon,J. A. Graves,,,"March 8, 2004",,English
1161,"The Mirror of Literature, Amusement, and Instruction",Various,,,"March 8, 2004",,English
1162,"The Mirror of Literature, Amusement, and Instruction",Various,,,"March 8, 2004",,English
1163,"Bagh O Bahar, Or Tales of the Four Darweshes",Mir Amman of Dihli,,,"May 17, 2004",,English
1164,"Atlantic Monthly, Vol. 1, No. 6, April, 1858",Various,,,"May 18, 2004",,English
1165,"Atlantic Monthly, Vol. 1, No. 5, March, 1858",Various,,,"May 18, 2004",,English
1166,"Atlantic Monthly, Vol. 1, No. 7, May, 1858",Various,,,"May 18, 2004",,English
1167,Masters of Space,Walter Kellogg Towers,,,"May 18, 2004",,English
1168,Thirty Years in the Itinerancy,Wesson Gage Miller,,,"May 18, 2004",,English
1169,The Court of Boyville,William Allen White,,,"May 18, 2004 ",,English
1170,"Punch, or the London Charivari, Vol. 99, August 30, 1890.",Various,,,"May 18, 2004",,English
1171,Two Thousand Miles On An Automobile,Arthur Jerome Eddy,,,"May 18, 2004",,English
1172,The Auchensaugh Renovation of the National Covenant and,The Reformed Presbytery,,,"May 19, 2004",,English
1173,"The Poetical Works of William Wordsworth, Vol. III",William Wordsworth,,,"May 19, 2004",,English
1174,The Italians,Frances Elliot,,,"May 19, 2004 ",,English
1175,Samantha at the St. Louis Exposition,Marietta Holley,,,"May 19, 2004 ",,English
1176,,,,,,,
